field,journal,year,n_graphs,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,log_offset,year_centered,JCR_Abbrev,JID,num_articles,p_bar,p_informative,p_total,All_Fields
physiology scie,american journal of physiology-cell physiology,2013,202,186,31,189,1,4,0.703097511,-4.994935106,,,189,0.9841269841269841,0.164021164,189,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2014,189,175,28,179,1,5,0.636576829,-3.994935106,,,179,0.9776536312849162,0.1564245810055866,179,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2015,153,144,34,148,1,6,0.425267735,-2.994935106,,,148,0.972972973,0.22972972972972974,148,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2016,158,145,31,151,1,7,0.457424847,-1.994935106,,,151,0.9602649006622517,0.2052980132450331,151,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2017,111,104,30,108,1,8,0.104360015,-0.994935106,,,108,0.9629629629629629,0.2777777777777778,108,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2018,121,110,48,117,1,9,0.19062036,0.005064894,,,117,0.9401709401709402,0.41025641025641024,117,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2019,174,128,91,169,1,10,0.553885113,1.005064894,,,169,0.75739645,0.5384615384615384,169,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2020,160,64,124,148,1,11,0.470003629,2.005064894,,,148,0.43243243243243246,0.8378378378378378,148,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2021,111,45,98,102,1,12,0.104360015,3.005064894,,,102,0.4411764705882353,0.9607843137254902,102,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2022,109,38,99,108,1,13,0.086177696,4.005064894,,,108,0.35185185185185186,0.9166666666666666,108,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2023,126,46,111,121,1,14,0.231111721,5.005064894,,,121,0.38016528925619836,0.9173553719008265,121,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2024,186,78,167,181,1,15,0.620576488,6.005064894,,,181,0.430939227,0.9226519337016574,181,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2025,221,73,200,211,1,16,0.792992516,7.005064894,,,211,0.3459715639810427,0.9478672985781991,211,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-cell physiology,2026,24,10,23,24,1,17,-1.427116356,8.005064894,,,24,0.4166666666666667,0.9583333333333334,24,CELL BIOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2010,232,204,30,216,1,1,0.841567186,-7.994935106,,,216,0.9444444444444444,0.1388888888888889,216,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2011,240,220,24,223,1,2,0.875468737,-6.994935106,,,223,0.9865470852017937,0.10762331838565023,223,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2012,284,248,39,255,1,3,1.043804052,-5.994935106,,,255,0.9725490196078431,0.15294117647058825,255,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2013,270,247,47,250,1,4,0.993251773,-4.994935106,,,250,0.988,0.188,250,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2014,237,215,38,223,1,5,0.862889955,-3.994935106,,,223,0.9641255605381166,0.17040358744394618,223,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2015,188,171,37,176,1,6,0.631271777,-2.994935106,,,176,0.9715909090909091,0.21022727272727273,176,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2016,165,148,31,155,1,7,0.500775288,-1.994935106,,,155,0.9548387096774194,0.2,155,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2017,112,98,29,104,1,8,0.113328685,-0.994935106,,,104,0.9423076923076923,0.27884615384615385,104,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2018,164,128,60,147,1,9,0.494696242,0.005064894,,,147,0.8707482993197279,0.40816326530612246,147,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2019,194,149,92,182,1,10,0.662687973,1.005064894,,,182,0.8186813186813187,0.5054945054945055,182,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2020,170,96,105,153,1,11,0.530628251,2.005064894,,,153,0.6274509803921569,0.6862745098039216,153,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2021,145,75,98,135,1,12,0.371563556,3.005064894,,,135,0.5555555555555556,0.725925926,135,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2022,77,25,64,71,1,13,-0.261364764,4.005064894,,,71,0.352112676,0.9014084507042254,71,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2023,99,30,76,84,1,14,-0.010050336,5.005064894,,,84,0.35714285714285715,0.9047619047619048,84,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2024,111,38,91,101,1,15,0.104360015,6.005064894,,,101,0.37623762376237624,0.900990099,101,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2025,138,39,111,125,1,16,0.322083499,7.005064894,,,125,0.312,0.888,125,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-endocrinology and metabolism,2026,14,2,11,12,1,17,-1.966112856,8.005064894,,,12,0.16666666666666666,0.9166666666666666,12,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2010,246,219,26,227,1,1,0.90016135,-7.994935106,,,227,0.9647577092511013,0.1145374449339207,227,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2011,207,189,36,197,1,2,0.727548607,-6.994935106,,,197,0.9593908629441624,0.18274111675126903,197,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2012,266,236,58,246,1,3,0.978326123,-5.994935106,,,246,0.959349593,0.23577235772357724,246,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2013,194,179,42,182,1,4,0.662687973,-4.994935106,,,182,0.9835164835164835,0.23076923076923078,182,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2014,176,154,53,162,1,5,0.565313809,-3.994935106,,,162,0.9506172839506173,0.3271604938271605,162,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2015,149,135,51,141,1,6,0.39877612,-2.994935106,,,141,0.9574468085106383,0.3617021276595745,141,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2016,182,161,63,172,1,7,0.598836501,-1.994935106,,,172,0.936046512,0.36627906976744184,172,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2017,98,79,37,92,1,8,-0.020202707,-0.994935106,,,92,0.8586956521739131,0.40217391304347827,92,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2018,132,119,55,127,1,9,0.277631737,0.005064894,,,127,0.937007874,0.4330708661417323,127,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2019,137,101,66,128,1,10,0.31481074,1.005064894,,,128,0.7890625,0.515625,128,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2020,130,82,74,116,1,11,0.262364264,2.005064894,,,116,0.7068965517241379,0.6379310344827587,116,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2021,123,51,81,104,1,12,0.207014169,3.005064894,,,104,0.49038461538461536,0.7788461538461539,104,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2022,84,24,67,78,1,13,-0.174353387,4.005064894,,,78,0.3076923076923077,0.8589743589743589,78,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2023,71,27,64,67,1,14,-0.342490309,5.005064894,,,67,0.40298507462686567,0.9552238805970149,67,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2024,113,42,97,105,1,15,0.122217633,6.005064894,,,105,0.4,0.9238095238095239,105,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2025,99,36,79,95,1,16,-0.010050336,7.005064894,,,95,0.37894736842105264,0.8315789473684211,95,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-gastrointestinal and liver physiology,2026,9,2,9,9,1,17,-2.407945609,8.005064894,,,9,0.2222222222222222,1,9,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2010,453,372,59,388,1,1,1.510721939,-7.994935106,,,388,0.9587628865979382,0.15206185567010308,388,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2011,469,386,56,404,1,2,1.545432582,-6.994935106,,,404,0.9554455445544554,0.13861386138613863,404,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2012,338,271,47,285,1,3,1.217875709,-5.994935106,,,285,0.9508771929824561,0.1649122807017544,285,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2013,317,269,52,275,1,4,1.153731588,-4.994935106,,,275,0.9781818181818182,0.1890909090909091,275,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2014,337,277,69,297,1,5,1.214912744,-3.994935106,,,297,0.9326599326599326,0.23232323232323232,297,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2015,322,258,73,288,1,6,1.16938136,-2.994935106,,,288,0.8958333333333334,0.2534722222222222,288,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2016,275,214,78,238,1,7,1.011600912,-1.994935106,,,238,0.8991596638655462,0.3277310924369748,238,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2017,188,156,52,172,1,8,0.631271777,-0.994935106,,,172,0.9069767441860465,0.3023255813953488,172,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2018,220,168,75,195,1,9,0.78845736,0.005064894,,,195,0.8615384615384616,0.38461538461538464,195,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2019,209,112,112,180,1,10,0.737164066,1.005064894,,,180,0.6222222222222222,0.6222222222222222,180,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2020,214,59,161,182,1,11,0.760805829,2.005064894,,,182,0.3241758241758242,0.8846153846153846,182,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2021,224,70,176,195,1,12,0.806475866,3.005064894,,,195,0.358974359,0.9025641025641026,195,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2022,152,24,130,132,1,13,0.418710335,4.005064894,,,132,0.18181818181818182,0.9848484848484849,132,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2023,151,32,115,122,1,14,0.412109651,5.005064894,,,122,0.26229508196721313,0.9426229508196722,122,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2024,197,42,149,157,1,15,0.678033543,6.005064894,,,157,0.267515924,0.9490445859872612,157,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2025,196,31,154,164,1,16,0.672944473,7.005064894,,,164,0.18902439024390244,0.9390243902439024,164,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-heart and circulatory physiology,2026,29,5,24,25,1,17,-1.237874356,8.005064894,,,25,0.2,0.96,25,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
physiology scie,american journal of physiology-lung cellular and molecular physiology,2010,170,157,29,162,1,1,0.530628251,-7.994935106,,,162,0.9691358024691358,0.17901234567901234,162,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2011,191,174,25,180,1,2,0.647103242,-6.994935106,,,180,0.9666666666666667,0.1388888888888889,180,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2012,215,205,59,210,1,3,0.765467842,-5.994935106,,,210,0.9761904761904762,0.28095238095238095,210,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2013,158,141,43,146,1,4,0.457424847,-4.994935106,,,146,0.9657534246575342,0.2945205479452055,146,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2014,174,156,43,163,1,5,0.553885113,-3.994935106,,,163,0.9570552147239264,0.26380368098159507,163,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2015,224,200,82,219,1,6,0.806475866,-2.994935106,,,219,0.913242009,0.3744292237442922,219,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2016,202,175,66,195,1,7,0.703097511,-1.994935106,,,195,0.8974358974358975,0.3384615384615385,195,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2017,167,109,106,164,1,8,0.512823626,-0.994935106,,,164,0.6646341463414634,0.6463414634146342,164,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2018,157,91,114,153,1,9,0.451075619,0.005064894,,,153,0.5947712418300654,0.7450980392156863,153,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2019,160,95,110,150,1,10,0.470003629,1.005064894,,,150,0.6333333333333333,0.7333333333333333,150,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2020,167,73,130,151,1,11,0.512823626,2.005064894,,,151,0.48344370860927155,0.8609271523178808,151,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2021,159,41,140,148,1,12,0.463734016,3.005064894,,,148,0.27702702702702703,0.9459459459459459,148,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2022,108,28,96,103,1,13,0.076961041,4.005064894,,,103,0.27184466019417475,0.9320388349514563,103,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2023,126,21,110,114,1,14,0.231111721,5.005064894,,,114,0.18421052631578946,0.9649122807017544,114,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2024,130,26,120,125,1,15,0.262364264,6.005064894,,,125,0.208,0.96,125,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2025,111,23,98,105,1,16,0.104360015,7.005064894,,,105,0.21904761904761905,0.9333333333333333,105,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-lung cellular and molecular physiology,2026,9,2,8,8,1,17,-2.407945609,8.005064894,,,8,0.25,1,8,PHYSIOLOGY; RESPIRATORY SYSTEM
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2010,343,279,40,291,1,1,1.232560261,-7.994935106,,,291,0.9587628865979382,0.13745704467353953,291,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2011,312,259,38,268,1,2,1.137833002,-6.994935106,,,268,0.9664179104477612,0.1417910447761194,268,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2012,263,220,30,229,1,3,0.966983846,-5.994935106,,,229,0.9606986899563319,0.13100436681222707,229,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2013,246,196,35,209,1,4,0.90016135,-4.994935106,,,209,0.937799043,0.1674641148325359,209,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2014,221,186,29,197,1,5,0.792992516,-3.994935106,,,197,0.9441624365482234,0.14720812182741116,197,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2015,230,184,47,198,1,6,0.832909123,-2.994935106,,,198,0.9292929292929293,0.23737373737373738,198,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2016,240,192,39,203,1,7,0.875468737,-1.994935106,,,203,0.9458128078817734,0.1921182266009852,203,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2017,163,113,51,138,1,8,0.488580015,-0.994935106,,,138,0.8188405797101449,0.3695652173913043,138,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2018,182,133,50,157,1,9,0.598836501,0.005064894,,,157,0.8471337579617835,0.3184713375796178,157,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2019,157,96,82,138,1,10,0.451075619,1.005064894,,,138,0.6956521739130435,0.5942028985507246,138,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2020,159,73,97,142,1,11,0.463734016,2.005064894,,,142,0.5140845070422535,0.6830985915492958,142,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2021,154,45,99,121,1,12,0.431782416,3.005064894,,,121,0.371900826,0.8181818181818182,121,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2022,124,31,95,112,1,13,0.21511138,4.005064894,,,112,0.2767857142857143,0.8482142857142857,112,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2023,117,23,96,105,1,14,0.157003749,5.005064894,,,105,0.21904761904761905,0.9142857142857143,105,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2024,100,23,73,83,1,15,0,6.005064894,,,83,0.27710843373493976,0.8795180722891566,83,PHYSIOLOGY
physiology scie,american journal of physiology-regulatory integrative and comparative physiology,2025,144,31,116,129,1,16,0.364643114,7.005064894,,,129,0.24031007751937986,0.8992248062015504,129,PHYSIOLOGY
physiology scie,american journal of physiology-renal physiology,2010,287,252,43,261,1,1,1.05431203,-7.994935106,,,261,0.9655172413793104,0.16475095785440613,261,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2011,271,242,36,249,1,2,0.996948635,-6.994935106,,,249,0.9718875502008032,0.14457831325301204,249,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2012,323,292,48,294,1,3,1.172482137,-5.994935106,,,294,0.9931972789115646,0.16326530612244897,294,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2013,307,273,53,281,1,4,1.121677562,-4.994935106,,,281,0.9715302491103203,0.18861209964412812,281,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2014,265,228,57,241,1,5,0.97455964,-3.994935106,,,241,0.946058091,0.23651452282157676,241,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2015,218,188,46,200,1,6,0.779324877,-2.994935106,,,200,0.94,0.23,200,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2016,218,174,59,191,1,7,0.779324877,-1.994935106,,,191,0.9109947643979057,0.3089005235602094,191,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2017,205,156,66,182,1,8,0.717839793,-0.994935106,,,182,0.8571428571428571,0.3626373626373626,182,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2018,263,207,102,237,1,9,0.966983846,0.005064894,,,237,0.8734177215189873,0.43037974683544306,237,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2019,249,167,115,223,1,10,0.91228271,1.005064894,,,223,0.7488789237668162,0.515695067,223,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2020,223,114,135,200,1,11,0.802001585,2.005064894,,,200,0.57,0.675,200,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2021,135,48,101,122,1,12,0.300104592,3.005064894,,,122,0.39344262295081966,0.8278688524590164,122,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2022,96,25,87,95,1,13,-0.040821995,4.005064894,,,95,0.2631578947368421,0.9157894736842105,95,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2023,98,22,90,93,1,14,-0.020202707,5.005064894,,,93,0.23655913978494625,0.967741935,93,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2024,136,24,121,128,1,15,0.3074847,6.005064894,,,128,0.1875,0.9453125,128,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2025,117,24,106,109,1,16,0.157003749,7.005064894,,,109,0.22018348623853212,0.9724770642201835,109,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,american journal of physiology-renal physiology,2026,14,2,13,13,1,17,-1.966112856,8.005064894,,,13,0.15384615384615385,1,13,PHYSIOLOGY; UROLOGY & NEPHROLOGY
physiology scie,archives of physiology & biochemistry,2010,23,11,4,14,0,0,-1.46967597,-7.994935106,,,14,0.7857142857142857,0.2857142857142857,14,
physiology scie,archives of physiology & biochemistry,2011,16,8,2,10,0,0,-1.832581464,-6.994935106,,,10,0.8,0.2,10,
physiology scie,archives of physiology & biochemistry,2012,26,11,4,13,0,0,-1.347073648,-5.994935106,,,13,0.8461538461538461,0.3076923076923077,13,
physiology scie,archives of physiology & biochemistry,2013,19,10,4,13,0,0,-1.660731207,-4.994935106,,,13,0.7692307692307693,0.3076923076923077,13,
physiology scie,archives of physiology & biochemistry,2014,22,12,2,13,0,0,-1.514127733,-3.994935106,,,13,0.9230769230769231,0.15384615384615385,13,
physiology scie,archives of physiology & biochemistry,2015,29,16,2,17,0,0,-1.237874356,-2.994935106,,,17,0.9411764705882353,0.11764705882352941,17,
physiology scie,archives of physiology & biochemistry,2016,35,22,4,25,0,0,-1.049822124,-1.994935106,,,25,0.88,0.16,25,
physiology scie,archives of physiology & biochemistry,2017,45,30,5,32,0,0,-0.798507696,-0.994935106,,,32,0.9375,0.15625,32,
physiology scie,archives of physiology & biochemistry,2018,57,39,3,41,0,0,-0.562118918,0.005064894,,,41,0.9512195121951219,0.073170732,41,
physiology scie,archives of physiology & biochemistry,2019,56,43,3,45,0,0,-0.579818495,1.005064894,,,45,0.9555555555555556,0.066666667,45,
physiology scie,archives of physiology & biochemistry,2020,52,42,4,43,0,0,-0.653926467,2.005064894,,,43,0.9767441860465116,0.093023256,43,
physiology scie,archives of physiology & biochemistry,2021,63,46,7,49,0,0,-0.46203546,3.005064894,,,49,0.9387755102040817,0.14285714285714285,49,
physiology scie,archives of physiology & biochemistry,2022,185,122,34,135,0,0,0.615185639,4.005064894,,,135,0.9037037037037037,0.2518518518518518,135,
physiology scie,archives of physiology & biochemistry,2023,116,87,18,92,0,0,0.148420005,5.005064894,,,92,0.9456521739130435,0.1956521739130435,92,
physiology scie,archives of physiology & biochemistry,2024,59,47,18,55,0,0,-0.527632742,6.005064894,,,55,0.8545454545454545,0.32727272727272727,55,
physiology scie,archives of physiology & biochemistry,2025,110,74,30,86,0,0,0.09531018,7.005064894,,,86,0.8604651162790697,0.3488372093023256,86,
physiology scie,chronobiology international,2010,113,43,13,52,0,0,0.122217633,-7.994935106,CHRONOBIOL INT,197,52,0.8269230769230769,0.25,52,BIOLOGY; PHYSIOLOGY
physiology scie,chronobiology international,2011,101,41,8,48,0,0,0.009950331,-6.994935106,CHRONOBIOL INT,197,48,0.8541666666666666,0.16666666666666666,48,BIOLOGY; PHYSIOLOGY
physiology scie,chronobiology international,2012,127,54,21,66,0,0,0.2390169,-5.994935106,CHRONOBIOL INT,197,66,0.8181818181818182,0.3181818181818182,66,BIOLOGY; PHYSIOLOGY
physiology scie,chronobiology international,2013,100,45,21,59,0,0,0,-4.994935106,CHRONOBIOL INT,197,59,0.7627118644067796,0.3559322033898305,59,BIOLOGY; PHYSIOLOGY
physiology scie,chronobiology international,2014,126,44,21,57,0,0,0.231111721,-3.994935106,CHRONOBIOL INT,197,57,0.7719298245614035,0.3684210526315789,57,BIOLOGY; PHYSIOLOGY
physiology scie,chronobiology international,2015,144,58,22,72,0,0,0.364643114,-2.994935106,CHRONOBIOL INT,197,72,0.8055555555555556,0.3055555555555556,72,BIOLOGY; PHYSIOLOGY
physiology scie,chronobiology international,2016,126,39,18,52,0,0,0.231111721,-1.994935106,CHRONOBIOL INT,197,52,0.75,0.34615384615384615,52,BIOLOGY; PHYSIOLOGY
