JCR Abbreviation	year	has_bar	has_informative	has_bar_or_informative	journal	Publisher	Policy	Policy_date	All_Fields
MOL THER	2011.0	194	64	202	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2012.0	185	72	194	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2013.0	184	85	195	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2014.0	162	85	172	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2015.0	148	65	150	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2016.0	143	76	157	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2017.0	168	96	180	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2018.0	172	113	193	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2019.0	126	95	138	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2020.0	141	115	160	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2021.0	141	150	178	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2022.0	140	167	199	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2023.0	115	154	178	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2024.0	136	200	219	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER	2025.0	152	257	273	Molecular therapy : the journal of the American Society of Gene Therapy	CELL PRESS	0.0		BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2014.0	4	0	4	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2015.0	15	6	15	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2016.0	30	16	31	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2017.0	26	14	29	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2018.0	23	16	25	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2019.0	65	46	67	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2020.0	127	103	148	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2021.0	120	113	147	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2022.0	99	88	119	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOL THER ONCOLYTICS	2023.0	50	47	59	Molecular therapy oncolytics	CELL PRESS	0.0		ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL
MOVEMENT DISORD	2010.0	86	74	137	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2011.0	72	89	137	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2012.0	34	28	59	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2013.0	35	15	42	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2014.0	34	25	51	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2015.0	27	24	46	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2016.0	29	17	43	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2017.0	26	31	53	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2018.0	38	35	64	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2019.0	41	36	62	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2020.0	43	64	94	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2021.0	45	93	122	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2022.0	37	85	103	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2023.0	26	84	100	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2024.0	17	71	83	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MOVEMENT DISORD	2025.0	30	105	124	Movement disorders : official journal of the Movement Disorder Society	WILEY	0.0		CLINICAL NEUROLOGY
MUCOSAL IMMUNOL	2010.0	30	16	33	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2011.0	39	23	42	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2012.0	46	33	53	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2013.0	82	54	89	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2014.0	111	69	117	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2015.0	92	62	101	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2016.0	102	85	122	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2017.0	99	80	114	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2018.0	112	100	131	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2019.0	89	89	106	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2020.0	46	54	63	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2021.0	58	82	93	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2022.0	37	70	72	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2023.0	16	55	55	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2024.0	37	83	84	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
MUCOSAL IMMUNOL	2025.0	43	116	118	Mucosal immunology	ELSEVIER SCIENCE INC	1.0	2013	IMMUNOLOGY
NAT GENET	2010.0	55	30	68	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2011.0	72	50	100	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2012.0	70	48	102	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2013.0	76	57	111	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2014.0	84	56	108	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2015.0	96	85	134	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2016.0	81	103	137	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2017.0	52	136	156	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2018.0	44	111	118	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2019.0	45	117	124	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2020.0	53	108	110	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2021.0	51	126	127	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2022.0	62	127	137	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2023.0	52	146	147	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2024.0	85	192	197	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2025.0	90	195	208	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT GENET	2026.0	3	9	9	Nature genetics	NATURE PORTFOLIO	1.0	2013	GENETICS & HEREDITY
NAT HUM BEHAV	2016.0	0	0	0	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2017.0	14	10	18	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2018.0	19	16	32	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2019.0	20	36	46	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2020.0	19	52	62	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2021.0	34	67	82	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2022.0	30	55	69	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2023.0	23	61	75	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2024.0	28	67	77	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2025.0	34	80	91	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT HUM BEHAV	2026.0	1	5	5	Nature human behaviour	NATURE PORTFOLIO	1.0	2013	MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL
NAT IMMUNOL	2010.0	86	48	90	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2011.0	107	58	114	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2012.0	77	48	83	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2013.0	99	71	104	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2014.0	87	69	92	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2015.0	89	83	96	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2016.0	98	102	121	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2017.0	66	88	98	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2018.0	51	88	92	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2019.0	36	113	113	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2020.0	48	109	109	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2021.0	37	99	99	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2022.0	46	111	112	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2023.0	50	129	129	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2024.0	47	140	140	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2025.0	58	134	134	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT IMMUNOL	2026.0	5	7	7	Nature immunology	NATURE PORTFOLIO	1.0	2013	IMMUNOLOGY
NAT METAB	2019.0	28	69	70	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT METAB	2020.0	48	85	85	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT METAB	2021.0	46	91	91	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT METAB	2022.0	40	95	95	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT METAB	2023.0	47	110	110	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT METAB	2024.0	52	110	111	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT METAB	2025.0	61	122	123	Nature metabolism	NATURE PORTFOLIO	1.0	2013	ENDOCRINOLOGY & METABOLISM
NAT NEUROSCI	2010.0	130	64	143	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2011.0	146	79	170	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2012.0	111	60	130	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2013.0	145	111	186	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2014.0	128	113	166	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2015.0	112	129	161	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2016.0	55	125	136	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2017.0	38	143	146	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2018.0	35	130	131	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2019.0	39	157	161	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2020.0	46	120	122	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2021.0	48	130	132	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2022.0	39	123	123	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2023.0	53	155	155	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2024.0	82	176	178	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2025.0	78	205	206	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NAT NEUROSCI	2026.0	5	18	18	Nature neuroscience	NATURE PORTFOLIO	1.0	2013	NEUROSCIENCES
NEURO-ONCOLOGY	2010.0	53	26	65	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2011.0	50	24	62	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2012.0	58	45	75	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2013.0	70	49	91	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2014.0	47	43	64	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2015.0	53	41	73	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2016.0	61	45	75	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2017.0	42	43	66	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2018.0	47	44	62	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2019.0	41	44	62	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2020.0	45	57	69	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2021.0	34	64	70	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2022.0	46	68	81	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2023.0	50	84	95	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2024.0	45	88	94	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURO-ONCOLOGY	2025.0	88	152	170	Neuro-oncology	OXFORD UNIV PRESS INC	0.0		CLINICAL NEUROLOGY; ONCOLOGY
NEURON	2010.0	193	121	223	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2011.0	200	112	225	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2012.0	216	125	249	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2013.0	229	148	264	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2014.0	248	165	289	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2015.0	215	175	265	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2016.0	229	206	283	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2017.0	210	181	260	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2018.0	194	220	282	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2019.0	127	163	197	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2020.0	112	197	219	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2021.0	97	177	192	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2022.0	87	178	181	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2023.0	75	192	199	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2024.0	72	181	193	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEURON	2025.0	65	174	177	Neuron	CELL PRESS	0.0		NEUROSCIENCES
NEUROPATH APPL NEURO	2010.0	22	10	26	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2011.0	22	11	27	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2012.0	23	10	28	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2013.0	21	14	30	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2014.0	27	9	33	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2015.0	27	17	35	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2016.0	15	6	17	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2017.0	11	8	16	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2018.0	11	15	20	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2019.0	11	17	24	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2020.0	17	17	24	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2021.0	29	40	53	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2022.0	30	33	45	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2023.0	27	34	47	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2024.0	7	22	23	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPATH APPL NEURO	2025.0	5	21	23	Neuropathology and applied neurobiology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
NEUROPHYSIOL CLIN	2010.0	1	2	3	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2011.0	1	0	1	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2012.0	1	1	2	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2013.0	4	1	5	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2014.0	8	1	9	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2015.0	4	1	5	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2016.0	2	0	2	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
NEUROPHYSIOL CLIN	2017.0	5	4	9	Neurophysiologie clinique = Clinical neurophysiology	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
